goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
1,Las Vegas,NV,36.14284504,-115.2685006,4.5,29,50,TRUE,beer_and_wine,quiet,casual,2,TRUE,FALSE,,FALSE,TRUE,
1,Mesa,AZ,33.3620757,-111.8761301,3.5,34,55,FALSE,none,quiet,casual,2,,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.553444,-112.1017927,2,16,69,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Fitchburg,WI,43.014764,-89.4753549,2.5,11,45,TRUE,none,,,,FALSE,,,,,
1,Saint-Laurent,QC,45.483859,-73.6946229,3,21,25,TRUE,beer_and_wine,average,casual,3,FALSE,FALSE,,TRUE,FALSE,
0,Montral,QC,45.53603308,-73.61492411,4.5,211,555,TRUE,none,,,2,,FALSE,,,,
0,Las Vegas,NV,36.19181349,-115.3049848,4,36,870,TRUE,none,,,1,,TRUE,,TRUE,,
1,Casa Grande,AZ,32.8801628,-111.6829533,5,16,119,TRUE,none,average,casual,1,FALSE,,,FALSE,,
0,Chandler,AZ,33.32151914,-111.8756481,4,68,223,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Montral,QC,45.4765703,-73.6219736,5,5,7,FALSE,none,,,1,,TRUE,,,,
1,Scottsdale,AZ,33.58650906,-111.8387309,2.5,9,48,TRUE,none,average,casual,1,FALSE,,,FALSE,FALSE,
1,Peoria,AZ,33.6115419,-112.2380691,4,22,104,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
0,Pittsburgh,PA,40.4289531,-79.9816951,3.5,6,8,TRUE,none,,,2,,,,,,
1,Phoenix,AZ,33.448333,-112.074127,3.5,25,22,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Montral,QC,45.5183701,-73.5581718,4.5,62,47,TRUE,none,average,casual,3,FALSE,FALSE,,FALSE,FALSE,
0,Las Vegas,NV,36.1683449,-115.2659777,3.5,8,18,TRUE,full_bar,,casual,2,FALSE,,,FALSE,,
1,Chandler,AZ,33.3186906,-111.9437771,4.5,85,244,TRUE,full_bar,quiet,casual,2,TRUE,,,FALSE,TRUE,
0,Mint Hill,NC,35.1731099,-80.6581176,1.5,3,8,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,36.0560161,-115.2257873,4.5,31,144,TRUE,none,,,1,FALSE,,,TRUE,,
0,Charlotte,NC,35.02420238,-80.8482337,2,5,222,TRUE,none,,,2,,,,,,
1,Matthews,NC,35.08302,-80.728738,4,48,52,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,LaSalle,QC,45.4407172,-73.6203256,3.5,4,9,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,,
1,Madison,WI,43.080058,-89.369407,4,115,259,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Montral,QC,45.5193807,-73.5772549,3.5,4,6,FALSE,none,quiet,casual,1,,,,,,
1,Phoenix,AZ,33.6407846,-112.0660462,1.5,8,51,TRUE,none,loud,casual,1,FALSE,,,FALSE,,
0,Montral,QC,45.5285915,-73.6143847,4,5,10,TRUE,none,,,,,,,,,
1,Charlotte,NC,35.211226,-80.858755,4,9,44,TRUE,full_bar,average,,2,,,outdoor,TRUE,,
0,Phoenix,AZ,33.4368066,-112.0657921,1.5,3,139,TRUE,none,,,1,,TRUE,,,,
1,Henderson,NV,36.0259925,-115.0856658,3,135,505,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,TRUE
0,Phoenix,AZ,33.640568,-112.1340369,3,4,42,TRUE,none,,,2,,,,,,
1,Scottsdale,AZ,33.497292,-111.9223571,3,157,1035,FALSE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,FALSE,
1,Edinburgh,EDH,55.9526622,-3.1964517,3,13,12,TRUE,beer_and_wine,,casual,2,,,,FALSE,,
1,Las Vegas,NV,36.114821,-115.206845,1,7,3,TRUE,none,quiet,casual,2,TRUE,FALSE,,FALSE,TRUE,
0,Tempe,AZ,33.35001013,-111.9290614,3.5,10,69,TRUE,none,,,1,FALSE,,,,,
1,Las Vegas,NV,36.1275874,-115.1682151,4,504,1126,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,TRUE
1,Chandler,AZ,33.337119,-111.840306,4,67,96,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Montreal,QC,45.4885111,-73.5683498,3.5,17,8,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,
1,Phoenix,AZ,33.46569996,-112.0822656,4,264,932,TRUE,none,average,casual,2,FALSE,,,TRUE,FALSE,
1,Las Vegas,NV,36.114886,-115.226163,2.5,3,80,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Pittsburgh,PA,40.4406261,-79.958036,3.5,52,70,TRUE,none,loud,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Madison,WI,43.0629325,-89.4010952,3,30,10,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,FALSE,
1,Cave Creek,AZ,33.8273269,-111.924099,4,49,30,TRUE,full_bar,average,casual,2,,FALSE,,TRUE,,
1,Las Vegas,NV,36.113192,-115.065674,3.5,5,21,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Montral,QC,45.5326886,-73.6112776,4,24,28,TRUE,full_bar,average,dressy,2,FALSE,TRUE,,FALSE,FALSE,
1,Henderson,NV,36.030262,-115.029916,4,39,110,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Tempe,AZ,33.4266418,-111.9413008,2.5,30,120,FALSE,full_bar,very_loud,,1,,,outdoor,TRUE,,
0,Anthem,AZ,33.8710785,-112.1522246,2.5,11,65,TRUE,none,,,1,,,,,,
1,Goodyear,AZ,33.4646451,-112.3901972,3,8,56,TRUE,none,quiet,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.5098142,-112.0610062,4,553,1968,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
0,Karlsruhe,BW,49.0101131,8.3907078,4.5,20,5,TRUE,none,,casual,3,TRUE,TRUE,no,FALSE,,
1,Scottsdale,AZ,33.624662,-111.943525,4,108,124,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
0,Tempe,AZ,33.41763096,-111.9342977,4.5,4,177,TRUE,none,,,2,,TRUE,,,,
1,Montral,QC,45.4963914,-73.5814264,3.5,59,50,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,,FALSE,FALSE,
0,Gilbert,AZ,33.37837721,-111.8192009,5,10,20,TRUE,none,,,2,,,,,,
0,Goodyear,AZ,33.469791,-112.3917764,3.5,5,25,TRUE,none,,,,,,,,,
0,Las Vegas,NV,36.0774591,-115.1889467,3.5,23,45,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
0,Montral,QC,45.5347582,-73.6148321,4.5,8,10,TRUE,none,,,2,,,,,,
1,Montral,QC,45.4747533,-73.6235619,4,80,174,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Montral,QC,45.5341762,-73.6097763,4.5,10,9,TRUE,none,,,1,,,,TRUE,,
1,Gilbert,AZ,33.301,-111.7456019,3,5,3,TRUE,full_bar,quiet,dressy,2,FALSE,FALSE,,TRUE,TRUE,
0,Phoenix,AZ,33.4714019,-112.119289,3,5,28,TRUE,none,,,,,,,,,
1,Henderson,NV,36.0606863,-115.0467855,2.5,99,245,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Chandler,AZ,33.347485,-111.859465,2,4,7,TRUE,none,,,1,FALSE,TRUE,,,,
1,Madison,WI,43.07602692,-89.38228607,3.5,6,9,TRUE,none,,casual,,,,,,,
1,Henderson,NV,36.0425448,-114.9842135,3,9,189,TRUE,none,loud,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Scottsdale,AZ,33.5550264,-111.8990269,4.5,3,73,TRUE,none,,,1,,,,,,
1,Glendale,AZ,33.58196095,-112.1533587,4,9,20,TRUE,full_bar,quiet,,1,,TRUE,no,FALSE,,
1,Las Vegas,NV,36.14824611,-115.3335926,3,11,32,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Scottsdale,AZ,33.496647,-111.926503,4,15,76,FALSE,none,,,2,,,,TRUE,,
0,Mesa,AZ,33.41371931,-111.8754939,3,3,5,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,,
1,Las Vegas,NV,36.15972815,-115.1719898,3.5,35,126,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,FALSE
0,North Las Vegas,NV,36.28827667,-115.1792297,2.5,4,15,TRUE,none,,,2,,,,,,
1,Concord,NC,35.3648079,-80.7088519,4,22,45,TRUE,beer_and_wine,quiet,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Montral,QC,45.4885419,-73.5683251,4,11,9,FALSE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,35.16263884,-80.73807652,4,13,44,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.49569,-112.083465,4,37,208,TRUE,full_bar,average,,1,,,outdoor,TRUE,,
1,Henderson,NV,36.0217253,-115.0853105,3.5,17,4,FALSE,full_bar,,casual,2,FALSE,TRUE,,TRUE,,FALSE
0,Mesa,AZ,33.352666,-111.653604,4.5,43,66,TRUE,none,,,1,,,,,,
1,Scottsdale,AZ,33.4985304,-111.9263751,4,306,4907,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.10305008,-115.2025182,3.5,56,206,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Edinburgh,EDH,55.9323195,-3.2099265,4,23,31,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Pittsburgh,PA,40.3738079,-79.9758046,3.5,3,3,TRUE,none,average,casual,2,TRUE,,,FALSE,,
1,Phoenix,AZ,33.6025873,-111.9785074,4,91,111,FALSE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Scottsdale,AZ,33.4671841,-111.9086242,4.5,50,159,TRUE,full_bar,quiet,casual,2,TRUE,FALSE,yes,FALSE,FALSE,
1,Mesa,AZ,33.4072869,-111.787759,4,32,90,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.08565,-80.847489,3.5,60,144,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
0,Phoenix,AZ,33.4804658,-112.0218376,3.5,16,41,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,FALSE
1,Westmount,QC,45.488577,-73.5851824,3.5,7,13,TRUE,none,,casual,2,TRUE,,,FALSE,,
1,Las Vegas,NV,36.15888314,-115.1200468,5,9,7,TRUE,full_bar,average,casual,2,TRUE,,,FALSE,TRUE,
1,Henderson,NV,36.063161,-115.043594,3.5,75,507,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Henderson,NV,36.0119254,-115.0626941,4,170,646,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Scottsdale,AZ,33.5672601,-111.9259093,4,77,118,FALSE,full_bar,average,dressy,3,FALSE,TRUE,no,TRUE,FALSE,
1,Chandler,AZ,33.3199126,-111.8592563,3.5,42,167,TRUE,full_bar,average,,1,,,outdoor,TRUE,,
0,Montreal,QC,45.4716712,-73.626224,2,10,4,TRUE,none,,,,,,,,,
1,Charlotte,NC,35.194894,-80.767442,3,10,3,FALSE,full_bar,quiet,casual,2,FALSE,TRUE,,FALSE,,FALSE
1,Scottsdale,AZ,33.477326,-111.902708,3.5,3,75,FALSE,full_bar,very_loud,,1,,,outdoor,TRUE,,
1,Charlotte,NC,35.225217,-80.8362889,2.5,7,36,FALSE,full_bar,,casual,2,FALSE,,,FALSE,,
1,Edinburgh,EDH,55.9494449,-3.2084749,5,6,25,TRUE,full_bar,average,,2,,FALSE,no,FALSE,,
1,Phoenix,AZ,33.4951447,-112.0118398,4,116,250,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
0,Pittsburgh,PA,40.4361609,-79.9227592,3.5,59,269,TRUE,none,,,1,,,,TRUE,,
1,Waterloo,ON,43.4628918,-80.521758,4.5,10,12,TRUE,none,quiet,casual,1,,TRUE,,TRUE,,
1,Las Vegas,NV,36.0550762,-115.0835713,3,33,8,FALSE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,,TRUE
1,Concord,NC,35.3747002,-80.725971,3.5,24,73,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,,FALSE,,
1,Montral,QC,45.478611,-73.5688019,4,6,8,TRUE,none,quiet,casual,2,TRUE,TRUE,,TRUE,,
1,Urbana,IL,40.09651015,-88.19200499,3,16,6,FALSE,full_bar,average,casual,1,FALSE,FALSE,,FALSE,,
0,Waterloo,ON,43.47178691,-80.53883631,3.5,6,22,TRUE,none,average,casual,1,FALSE,,,FALSE,FALSE,
1,Montral,QC,45.5411494,-73.6416693,3.5,6,12,TRUE,beer_and_wine,loud,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Montral,QC,45.5136998,-73.5604764,4.5,5,8,TRUE,none,quiet,casual,2,,,,FALSE,,
0,Gilbert,AZ,33.377881,-111.723855,2,3,72,TRUE,none,,,2,,,,,,
1,Charlotte,NC,35.096698,-80.77871,3.5,62,220,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Chandler,AZ,33.24647455,-111.8391939,4.5,15,21,TRUE,none,,,2,,,,,,
0,Phoenix,AZ,33.58492593,-112.1148261,2.5,6,10,TRUE,none,quiet,casual,1,TRUE,,,FALSE,TRUE,
1,Montreal,QC,45.525051,-73.5849097,4.5,32,27,TRUE,full_bar,average,casual,4,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,35.226008,-80.846744,4.5,24,114,TRUE,full_bar,average,casual,1,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Mesa,AZ,33.3932253,-111.8563758,3,69,95,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Scottsdale,AZ,33.4656197,-111.9284182,3,18,16,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Scottsdale,AZ,33.6417816,-111.9254512,5,4,19,TRUE,none,,,1,,,,,,
1,Charlotte,NC,35.2389057,-80.8451103,3.5,3,29,FALSE,full_bar,,casual,2,,,,TRUE,,
1,Scottsdale,AZ,33.497568,-111.929223,4,407,2794,TRUE,full_bar,average,casual,2,FALSE,,no,TRUE,FALSE,
1,Las Vegas,NV,36.100336,-115.125135,4,157,388,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Las Vegas,NV,36.0722521,-115.0993861,3.5,93,361,FALSE,full_bar,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Pittsburgh,PA,40.4436243,-79.9958423,2.5,11,8,FALSE,none,,casual,2,,,,FALSE,,
1,Charlotte,NC,35.173305,-80.847779,3.5,20,173,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Las Vegas,NV,36.1261436,-115.2053944,3,6,10,FALSE,none,,,,,,,,,
1,Las Vegas,NV,36.17036781,-115.1453091,3.5,80,349,TRUE,full_bar,very_loud,,2,,,yes,TRUE,,
0,Charlotte,NC,35.21172026,-80.81768274,3.5,4,3,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.15847333,-115.1342851,4,4,10,TRUE,none,,casual,1,TRUE,TRUE,,FALSE,,
0,Phoenix,AZ,33.43736848,-112.0021391,2,65,249,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,
1,Montreal,QC,45.5194075,-73.5729189,3,13,6,TRUE,beer_and_wine,quiet,casual,2,,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,36.110608,-115.278439,2.5,39,154,TRUE,none,,,2,,,,,,
1,Pittsburgh,PA,40.444682,-79.948174,3,61,120,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,TRUE
0,Montral,QC,45.502983,-73.558952,5,8,25,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.2123711,-80.8171636,4.5,86,140,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.6107116,-112.1006458,3.5,45,128,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
0,Phoenix,AZ,33.523427,-112.064685,3.5,3,107,TRUE,none,,,1,,,,,,
0,Peoria,AZ,33.6512975,-112.2564052,4,5,76,TRUE,none,,,2,,,,,,
1,Sun City,AZ,33.6234904,-112.2699736,2.5,22,55,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Phoenix,AZ,33.6550578,-112.0298262,5,8,166,TRUE,none,,,,,,,,,
1,Las Vegas,NV,36.1411656,-115.1366006,3,51,357,TRUE,beer_and_wine,average,casual,2,TRUE,,,FALSE,,
1,Mesa,AZ,33.384488,-111.6851795,3,10,27,FALSE,full_bar,loud,casual,2,,FALSE,,FALSE,,
0,Pittsburgh,PA,40.454384,-79.981477,4.5,58,217,TRUE,none,,,2,,,,,,
1,Edinburgh,EDH,55.9748425,-3.1707604,4.5,21,15,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,
1,Montreal,QC,45.5002828,-73.5734207,3.5,7,3,TRUE,none,quiet,casual,2,FALSE,TRUE,,TRUE,,
0,Charlotte,NC,35.21910065,-80.81379956,5,4,6,TRUE,none,,,2,TRUE,TRUE,,,TRUE,
0,North Las Vegas,NV,36.2611589,-115.1800771,2,8,67,TRUE,none,,,2,,,,,,
0,Las Vegas,NV,36.16691054,-115.2872472,4,6,35,TRUE,none,,,2,,,,,,
1,Surprise,AZ,33.63915253,-112.3590381,2.5,76,315,TRUE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
0,Phoenix,AZ,33.482987,-112.263704,3,6,34,TRUE,none,,casual,,,,,,,
0,Phoenix,AZ,33.3777494,-112.073407,3,8,24,TRUE,none,quiet,casual,1,FALSE,,,FALSE,,
0,Phoenix,AZ,33.4227165,-111.9954762,3.5,3,99,TRUE,none,,casual,1,FALSE,,,FALSE,,
0,Pittsburgh,PA,40.4422762,-79.9989518,1.5,3,9,TRUE,none,very_loud,,1,FALSE,,,FALSE,FALSE,
1,Tempe,AZ,33.3778109,-111.9371266,3,30,212,TRUE,full_bar,average,casual,1,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Champaign,IL,40.110756,-88.230634,3.5,9,24,TRUE,none,quiet,casual,2,FALSE,,,FALSE,,
1,Phoenix,AZ,33.4514292,-112.0977169,3,4,4,TRUE,none,,casual,1,,TRUE,,,,
1,Chandler,AZ,33.33985,-111.860002,4,74,158,FALSE,none,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Charlotte,NC,35.22804483,-80.84213242,3.5,13,67,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
0,Mesa,AZ,33.3790954,-111.7875865,4,67,629,TRUE,none,,,2,,TRUE,,,,
0,Las Vegas,NV,36.0194669,-115.117383,2.5,21,22,TRUE,none,quiet,casual,2,TRUE,FALSE,,FALSE,,
0,Anthem,AZ,33.87391638,-112.1488452,1,3,5,TRUE,none,,,,,,,,,
1,Pittsburgh,PA,40.426803,-79.968973,4,106,107,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,TRUE
0,Pointe-Claire,QC,45.4694077,-73.8168428,5,6,37,TRUE,none,,,2,,,,,,
1,Henderson,NV,36.0710442,-115.0804968,3,82,279,TRUE,full_bar,loud,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Pittsburgh,PA,40.4310764,-80.0072284,3,24,43,TRUE,none,,,1,,,,,,
0,Tempe,AZ,33.383123,-111.964485,4,5,7,TRUE,none,,,4,,,,,,
1,Surprise,AZ,33.6399551,-112.4535308,5,5,13,TRUE,none,,,,FALSE,FALSE,,,,
0,Montreal,QC,45.5307845,-73.5764857,2.5,7,4,TRUE,none,,,,,,,TRUE,,
1,Henderson,NV,36.102125,-114.932034,4,12,31,TRUE,full_bar,quiet,casual,4,FALSE,FALSE,,TRUE,,
1,Glendale,AZ,33.666532,-112.201921,3.5,97,594,TRUE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.1085455,-115.1725842,3,212,455,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,TRUE
1,Phoenix,AZ,33.637072,-112.071339,3.5,132,564,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,
0,Champaign,IL,40.112538,-88.238638,4,19,23,TRUE,none,,,1,,,,,,
0,Phoenix,AZ,33.610706,-112.147452,3,44,504,TRUE,none,,,2,,TRUE,,TRUE,,
1,Glendale,AZ,33.5962499,-112.2015591,4,6,38,TRUE,none,very_loud,,2,,TRUE,yes,FALSE,,
0,Las Vegas,NV,36.0261968,-115.1204704,3,81,2125,TRUE,none,,,1,,TRUE,,TRUE,,
1,Las Vegas,NV,36.11514588,-115.1722861,4,632,995,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,FALSE,FALSE,
0,Gilbert,AZ,33.3785287,-111.8104744,4,62,348,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,36.180676,-115.179791,1.5,8,26,TRUE,none,,,,FALSE,,,,,
0,Henderson,NV,36.020552,-115.089984,2.5,10,41,TRUE,none,,,1,,,,,,
1,North Las Vegas,NV,36.2402332,-115.1191229,3,6,65,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.4558709,-112.0722832,4.5,312,686,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Lachine,QC,45.4344255,-73.6915125,3.5,6,8,TRUE,beer_and_wine,,casual,1,TRUE,TRUE,,FALSE,,
1,Charlotte,NC,35.2092456,-80.8607013,3.5,93,364,TRUE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,FALSE,
1,Las Vegas,NV,36.055891,-115.280423,3.5,10,121,TRUE,none,,casual,1,FALSE,TRUE,,FALSE,,
0,Montreal,QC,45.4964243,-73.5785102,2.5,3,4,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,,
1,Tempe,AZ,33.4075588,-111.9169676,3.5,24,4,FALSE,full_bar,very_loud,casual,1,TRUE,TRUE,outdoor,TRUE,FALSE,
1,Scottsdale,AZ,33.696715,-111.8887973,3,9,10,FALSE,full_bar,quiet,,2,,,,TRUE,,
1,Phoenix,AZ,33.67605373,-111.9723853,3.5,39,55,TRUE,none,average,casual,1,TRUE,FALSE,,TRUE,TRUE,
0,Phoenix,AZ,33.4965349,-112.1336022,5,3,5,TRUE,none,,,1,,,,,,
1,Edinburgh,EDH,55.937616,-3.202815,3,18,11,TRUE,full_bar,average,,2,,TRUE,outdoor,TRUE,,
1,Charlotte,NC,35.226995,-80.844191,4,10,24,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,,
0,Waterloo,ON,43.465845,-80.521127,4.5,11,7,TRUE,none,,,2,,,,TRUE,,
0,Phoenix,AZ,33.43408264,-111.9944143,1.5,16,55,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Las Vegas,NV,36.041095,-115.120455,4,31,61,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.212913,-80.834647,3.5,88,434,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.106542,-115.17204,3.5,4,6,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,,
1,Montral,QC,45.49554425,-73.55804298,4,14,26,TRUE,full_bar,,,3,,FALSE,,TRUE,,
1,Charlotte,NC,35.1968288,-80.790865,3,13,19,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Mesa,AZ,33.4157036,-111.6995673,4,25,26,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,,
1,Las Vegas,NV,36.0678308,-115.1722357,4,113,366,TRUE,full_bar,average,dressy,3,FALSE,TRUE,no,TRUE,FALSE,
1,Tempe,AZ,33.42399,-111.939011,3.5,121,230,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Las Vegas,NV,36.1573134,-115.31363,4,18,57,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,TRUE,FALSE,
1,Scottsdale,AZ,33.466063,-111.906647,3.5,12,10,FALSE,full_bar,,casual,2,FALSE,TRUE,yes,FALSE,,
0,Phoenix,AZ,33.551009,-112.0571843,4,42,392,TRUE,none,,,2,FALSE,,,,,
1,Glendale,AZ,33.53853307,-112.2603607,2.5,44,158,TRUE,none,loud,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,North Las Vegas,NV,36.238438,-115.1505882,5,206,821,TRUE,none,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.08893912,-115.1421459,3,23,107,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Phoenix,AZ,33.4382789,-112.0178286,2.5,17,55,FALSE,none,very_loud,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Champaign,IL,40.0996049,-88.2447,3.5,21,7,TRUE,none,average,casual,1,TRUE,,,FALSE,,
1,Las Vegas,NV,36.2399689,-115.2302994,4,7,23,FALSE,none,quiet,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.1000159,-115.127262,4,26,41,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,,FALSE,,TRUE
0,Tempe,AZ,33.4225106,-111.9366714,4.5,3,13,TRUE,none,,,,,,,,,
0,Las Vegas,NV,36.2157057,-115.0969183,3,4,4,TRUE,none,,,,,FALSE,,,,
1,Las Vegas,NV,36.10259,-115.174566,3,269,611,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,TRUE
1,Las Vegas,NV,36.1154188,-115.2006442,3.5,24,52,FALSE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Avondale,AZ,33.49314649,-112.2894251,4.5,57,99,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Chandler,AZ,33.2339099,-111.7895172,4,11,88,TRUE,none,,,1,,,,,,
1,Westmount,QC,45.4787729,-73.596157,4,6,5,TRUE,none,quiet,casual,3,TRUE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.114987,-115.2410939,4,41,141,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.2628802,-115.2501061,3,8,46,TRUE,none,loud,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.3000254,-115.2798639,2.5,33,68,TRUE,none,quiet,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.232829,-80.848563,3,18,5,FALSE,full_bar,,casual,2,FALSE,TRUE,,FALSE,,
1,Scottsdale,AZ,33.5013371,-111.9209828,3.5,20,310,FALSE,full_bar,very_loud,,2,,,outdoor,TRUE,,
